,Brand,Model,model_year,km_driven,car_type,gear_type,location,price,fuel_type
417,mercedes,C Class ,2012,63000.0,luxury,Automatic,mumbai,1225000.0,Diesel
418,skoda,superb ,2012,62363.0,sedan,Manual,mumbai,445000.0,Petrol
419,mahindra,Xylo ,2009,66000.0,suv/muv,Manual,mumbai central,300000.0,Diesel
420,ford,feista ,2010,90000.0,sedan,Manual,mumbai central,185000.0,Petrol
421,maruti,Swift vdi ,2010,69000.0,hatchback,Manual,mumbai central,265000.0,Diesel
422,maruti,Swift dezire ,2018,71000.0,sedan,Manual,mumbai central,650000.0,Petrol
423,hyundai,i10 magna ,2011,10300.0,hatchback,Manual,mumbai central,275000.0,Petrol
424,maruti,wagon r LXI ,2018,16000.0,hatchback,Manual,mumbai central,565000.0,Petrol
425,toyota,Fortuner ,2010,286000.0,suv/muv,Manual,mumbai central,925000.0,Diesel
426,honda,City ivtec ,2013,58000.0,sedan,Manual,mumbai central,475000.0,Petrol
427,hyundai,i10 grand ,2016,52000.0,hatchback,Automatic,mumbai central,565000.0,Petrol
428,maruti,wagon r LXI ,2018,55000.0,hatchback,Manual,mumbai central,525000.0,Petrol
429,mahindra,Scorpio ,2015,45000.0,suv/muv,Manual,mumbai central,830000.0,Diesel
430,maruti,SWIFT ,2014,58526.0,sedan,Automatic,thane,425000.0,Petrol
431,maruti,Ciaz ,2016,62949.0,sedan,Manual,thane,750000.0,Petrol
432,maruti,CELERIO ,2015,13005.0,hatchback,Automatic,thane,385000.0,Petrol
433,maruti,CIAZ ,2016,26045.0,sedan,Manual,thane,650000.0,Petrol
434,maruti,WAGONR ,2016,20000.0,hatchback,Manual,malad,419999.0,Petrol
435,mercedes,Benz E Class ,2018,19600.0,sedan,Automatic,malad,4890000.0,Diesel
436,mahindra,Xuv500 W8 ,2015,92000.0,suv/muv,Manual,mumbai central,845000.0,Diesel
437,honda,City ,2010,66000.0,sedan,Manual,mumbai central,325000.0,Petrol
438,toyota,Camry ,2016,120000.0,sedan,Automatic,malad,1350000.0,Petrol
439,skoda,Laura 2.0 tdi  ,2011,144000.0,sedan,Automatic,mumbai central,450000.0,Diesel
440,hyundai,i20 magna ,2012,79000.0,hatchback,Manual,mumbai central,351000.0,Petrol
441,maruti,Swift dezire ,2010,68000.0,sedan,Manual,mumbai central,321000.0,Petrol
442,volkswagen,polo Highline ,2011,79000.0,hatchback,Manual,mumbai central,255000.0,Petrol
443,volkswagen,Vento Highline  ,2011,71000.0,sedan,Manual,"mazgoan, mumbai",285000.0,Diesel
444,audi,Q5 2.0TDI ,2011,113000.0,suv/muv,Automatic,mumbai,950000.0,Diesel
445,skoda,Superb 2.0TDI ,2009,49000.0,sedan,Automatic,mazgoan,299000.0,Diesel
446,porsche,Cayenne Sports ,2011,89000.0,suv/muv,Automatic,"mazgoan, mumbai",2499999.0,Diesel
447,hyundai,i10 magna ,2011,66000.0,hatchback,Manual,"mazgoan, mumbai",211000.0,Petrol
448,maruti,Ritz vxi ,2009,70000.0,hatchback,Manual,"mazgoan, mumbai",225000.0,Petrol
449,mahindra,XUV500 W8 ,2012,90000.0,suv/muv,Manual,"mazgoan, mumbai",480000.0,Diesel
450,toyota,Altis VL  ,2009,85000.0,sedan,Automatic,"mazgoan, mumbai",350000.0,Petrol
451,mercedes,C250 CDI ,2012,75000.0,luxury sedan,Automatic,"mazgoan, mumbai",975000.0,Diesel
452,nissan,micra XV ,2010,85000.0,hatchback,Manual,"mazgoan, mumbai",179000.0,Petrol
453,skoda,Superb ,2012,68000.0,sedan,Manual,"mazgoan, mumbai",555000.0,Diesel
454,mercedes,C250CDI ,2011,90000.0,luxury sedan,Automatic,"mazgoan, mumbai",750000.0,Diesel
455,mercedes,GLA 200CDI ,2015,58000.0,sedan,Automatic,mumbai,1711000.0,Diesel
456,volkswagen,Vento TSI ,2011,80000.0,sedan,Manual,"mazgoan, mumbai",235000.0,Petrol
457,skoda,Rapid ,2015,65000.0,sedan,Manual,"mazgoan, mumbai",511000.0,Diesel
458,toyota,Altis VL ,2009,85000.0,sedan,Automatic,"mazgoan, mumbai",325000.0,Petrol
459,skoda,Rapid 1.6 TSI ,2018,42000.0,sedan,Automatic,"mazgoan, mumbai",699000.0,Petrol
460,audi,Q7 3.0TDI ,2013,113000.0,suv/muv,Automatic,"mazgoan, mumbai",1650000.0,Diesel
461,mahindra,XUV500 ,2016,65000.0,suv/muv,Manual,"mazgoan, mumbai",850000.0,Diesel
462,toyota,Innova V 8 ,2012,108000.0,suv/muv,Manual,"mazgoan, mumbai",725000.0,Diesel
463,maruti,ERTIGA ,2014,48482.0,suv,Manual,malad,635000.0,Petrol
464,hyundai,I10 SPORTS ,2010,24900.0,hatchback,Manual,borivali west,265000.0,Petrol
465,hyundai,I10 MAGNA ,2011,53500.0,hatchback,Manual,borivali west,265000.0,Petrol
466,hyundai,I20 SPORTZ ,2011,68700.0,hatchback,Manual,borivali west,285000.0,Petrol
467,hyundai,I10 MAGNA ,2008,55100.0,hatchback,Manual,borivali west,195000.0,Petrol
468,hyundai,I20 SPORTZ ,2012,49300.0,hatchback,Manual,borivali west,385000.0,Petrol
469,honda,CITY ,2016,58300.0,sedan,Automatic,borivali west,751000.0,Petrol
470,honda,CITY ,2010,106000.0,sedan,Manual,borivali west,325000.0,Petrol
471,hyundai,I 20 ASTA CRDI ,2014,33500.0,hatchback,Manual,borivali west,599000.0,Diesel
472,honda,CITY ,2014,54200.0,sedan,Automatic,borivali west,595000.0,Petrol
473,volkswagen,PASSAT COMFORTLINE ,2011,78200.0,sedan,Automatic,mira raod,755000.0,Diesel
474,bmw,525 D ,2012,80434.0,luxury,Automatic,malad,1500000.0,Diesel
475,maruti,WAGON R ,2018,134165.0,hatchback,Manual,thane,390000.0,Petrol
476,maruti,SX4 ,2010,51187.0,sedan,Manual,thane,210000.0,Petrol
477,audi,A3 ,2019,9000.0,sedan,Automatic,malad,3000000.0,Petrol
478,mahindra,Quanto C6 ,2012,81000.0,sedan,Manual,mumbai,375000.0,Diesel
479,audi,A6 2.0 TDI ,2013,56600.0,sedan,Automatic,mumbai,1325000.0,Diesel
480,honda,City ,2011,65000.0,sedan,Manual,andheri,295000.0,Petrol
481,maruti,Beat Ls ,2014,32900.0,hatchback,Manual,andheri,215000.0,Petrol
482,maruti,Ciaz Zeta ,2018,33000.0,sedan,Manual,andheri,795000.0,Petrol
483,toyota,Innova Crysta ,2019,89600.0,suv/muv,Automatic,andheri,1895000.0,Diesel
484,bmw,X1 ,2018,13000.0,suv/muv,Automatic,borivali west,2999999.0,Diesel
485,maruti,Wagon R VXI ,2015,600000.0,hatchback,Manual,borivali west,364999.0,Petrol
486,hyundai,Creta SX Plus 1.6 ,2019,58000.0,suv/muv,Automatic,borivali west,1499999.0,Diesel
487,hyundai,Creta SX ,2021,12600.0,suv/muv,Automatic,borivali west mumbai,1969999.0,Diesel
488,bmw, 5 Series 520d ,2015,61000.0,sedan,Automatic,borivali west mumbai,2499999.0,Diesel
489,tata,Tigor Revotron XZ ,2017,16200.0,hatchback,Manual,borivali west mumbai,525111.0,Petrol
490,mahindra,Thar DI 2WD ,2013,45000.0,suv/muv,Manual,borivali west mumbai,749999.0,Diesel
491,audi,Q3 ,2013,51000.0,suv/muv,Automatic,borivali west mumbai,1599999.0,Diesel
492,porsche,Cayenne S ,2011,89500.0,suv/muv,Automatic,borivali west mumbai,2495999.0,Diesel
493,maruti,Wagon R 1.0 ,2020,14805.0,hatchback,Automatic,borivali west mumbai,579999.0,Petrol
494,landrover,Range Rover Evoque Dynamic SD4 ,2014,58000.0,suv/muv,Automatic,borivali west mumbai,2611111.0,Diesel
495,renault,Triber RXZ  ,2021,5000.0,suv/muv,Manual,borivali west,775111.0,Petrol
496,porsche,Cayenne Turbo ,2011,43000.0,suv/muv,Automatic,borivali west,2849999.0,Diesel
497,bmw,5 Series ,2012,82300.0,sedan,Automatic,malad,1375000.0,Diesel
498,maruti,Ertiga VXI ,2016,48000.0,suv/muv,Manual,borivali west,795111.0,Petrol
499,mitsubishi,Pajero Sport ,2016,69000.0,suv/muv,Automatic,borivali west,1725111.0,Diesel
500,maruti,Eeco 5 STR ,2021,12600.0,suv/muv,Manual,borivali west,605111.0,Petrol
501,kia,Seltos GTX ,2021,20000.0,suv/muv,Automatic,borivali west,1921111.0,Diesel
502,maruti,Ertiga VXI ,2017,65000.0,suv/muv,Manual,borivali west,819999.0,Petrol
503,volkswagen,Vento 1.2L TSI Comfortline ,2015,59900.0,sedan,Automatic,borivali west,525111.0,Petrol
504,tata,Safari XT Plus ,2022,1800.0,suv/muv,Manual,borivali west,2099999.0,Diesel
505,mahindra,Thar LX 4-STR  ,2021,13000.0,suv/muv,Automatic,borivali west,1699999.0,Diesel
506,honda,City S ,2018,24000.0,sedan,Manual,borivali west mumbai,745111.0,Petrol
507,hyundai,i20 Asta ,2010,52000.0,hatchback,Automatic,borivali west mumbai,289999.0,Petrol
508,mercedes,Benz E Class E250 ,2015,71000.0,sedan,Automatic,borivali west mumbai,2069999.0,Diesel
509,volvo,S60 Momentum ,2017,22000.0,sedan,Automatic,borivali west mumbai,2125111.0,Diesel
510,hyundai,i20 Sportz ,2010,48000.0,hatchback,Automatic,borivali west mumbai,299999.0,Petrol
511,mercedes,Benz E Class ,2021,9100.0,sedan,Automatic,borivali west mumbai,7984999.0,Diesel
512,audi,A6  ,2013,61000.0,sedan,Automatic,borivali west,1349999.0,Diesel
513,mercedes,Benz GL 350 ,2015,68000.0,suv/muv,Automatic,borivali west,3375111.0,Diesel
514,hyundai,i10 Magna ,2013,53000.0,hatchback,Manual,borivali west,285111.0,Petrol
515,honda,Jazz V CVT ,2017,42000.0,hatchback,Manual,borivali west,649999.0,Petrol
516,mini,Convertible ,2012,24000.0,hatchback,Automatic,borivali west,2199999.0,Petrol
517,toyota,Camry  ,2014,91000.0,sedan,Automatic,borivali west,1275111.0,Petrol
518,skoda,Octavia 2.0 ,2018,49000.0,sedan,Manual,borivali west,2085111.0,Diesel
519,honda,City VX  ,2018,44000.0,sedan,CVT,borivali west,1075111.0,Petrol
520,hyundai,i10 Sportz ,2009,65000.0,hatchback,Automatic,borivali west,249999.0,Petrol
521,toyota,Innova Crysta ,2019,21000.0,suv/muv,Manual,borivali west,1949999.0,Diesel
522,skoda,Superb 2.0 TDI ,2013,68000.0,sedan,Automatic,borivali west,490000.0,Diesel
523,maruti,Baleno Sigma ,2017,55000.0,sedan,Manual,borivali west,625000.0,Diesel
524,maruti, Celerio Vxi ,2016,15000.0,sedan,Manual,borivali west,455000.0,Petrol
525,toyota,ETIOS ,2015,50000.0,sedan,Manual,mumbai,450000.0,Petrol
526,toyota,Toyota Innova ,2010,133000.0,sedan,Manual,borivali west,575000.0,Diesel
527,hyundai,i20 Sportz ,2011,62000.0,sedan,Manual,borivali west,295000.0,Petrol
528,hyundai,i10 Sportz  ,2009,65000.0,hatchback,Automatic,borivali west,249999.0,Petrol
529,toyota,Innova Crysta ,2019,21000.0,suv/muv,Manual,borivali west,1949999.0,Diesel
530,maruti,Dzire VDI ,2018,35500.0,sedan,Automatic,borivali west,725111.0,Diesel
531,skoda,Kodiaq Style ,2018,71000.0,suv/muv,Manual,borivali west,2485111.0,Diesel
532,honda,City SV ,2016,58000.0,sedan,Automatic,borivali,735111.0,Petrol
533,bmw,3 Series GT 320d ,2014,65000.0,hatchback,Automatic,borivali,1975111.0,Diesel
534,toyota,Fortuner ,2018,55000.0,suv/muv,Automatic,borivali,2885111.0,Diesel
535,mercedes,GLA Class 220 d ,2017,60000.0,hatchback,Automatic,borivali,2399999.0,Diesel
536,hyundai,Elantra ,2014,45000.0,sedan,Automatic,borivali,639999.0,Petrol
537,bmw,GT 320d ,2015,44600.0,luxury,Automatic,borivali,1999999.0,Diesel
538,honda,City iv tec V ,2012,67000.0,sedan,Manual,mumbai,335000.0,Petrol
539,mercedes,Benz M Class ,2015,63000.0,suv/muv,Automatic,borivali,2849999.0,Diesel
540,honda,City Zx ,2017,37301.0,sedan,Automatic,borivali,890000.0,Petrol
541,nissan,Terrano  ,2013,85000.0,suv/muv,Manual,borivali west,495111.0,Diesel
542,maruti,Suzuki Swift  ,2016,60100.0,hatchback,Manual,borivali west,555555.0,Diesel
543,mercedes,Benz S Class 350  ,2011,63000.0,luxury,Automatic,borivali west,1375111.0,Diesel
544,hyundai,Venue  ,2019,26000.0,suv/muv,Manual,borivali west,975111.0,Petrol
545,hyundai,Elantra  ,2013,57000.0,sedan,Manual,borivali west,489999.0,Petrol
546,bmw,5 Series  ,2013,57000.0,luxury,Automatic,borivali west,1325111.0,Petrol
547,bmw,5 Series ,2012,66000.0,luxury,Automatic,borivali west,1275111.0,Diesel
548,audi,Q7  ,2013,85000.0,suv/muv,Automatic,borivali west,1785111.0,Diesel
549,maruti,Vitara Brezza ,2020,22000.0,suv/muv,Manual,borivali west,869999.0,Petrol
550,bmw,7 Series ,2017,22000.0,luxury,Automatic,borivali west,7499999.0,Diesel
551,mercedes,Benz S ,2008,66000.0,luxury,Automatic,borivali west,851111.0,Petrol
552,chevrolet,Spark  ,2009,44123.0,hatchback,Manual,borivali west,125000.0,Petrol
553,bmw,3 series ,2014,51000.0,sedan,Automatic,andheri west,1565000.0,Diesel
554,audi,A6 2.0 TDI ,2013,62000.0,sedan,Automatic,andheri west,1245000.0,Diesel
555,bmw,520D ,2020,9000.0,sedan,Automatic,andheri west,5600000.0,Diesel
556,porsche,Cayenne ,2017,3500.0,luxury,Automatic,andheri west,8700000.0,Petrol
557,bmw,620D GT ,2019,27000.0,luxury,Automatic,andheri west,5775000.0,Diesel
558,bmw,630d GT M ,2018,9500.0,luxury,Automatic,andheri west,6300000.0,Diesel
559,mercedes,Benz  ,2018,32760.0,luxury,Automatic,andheri west,4790000.0,Diesel
560,mercedes,Benz GLS 350 ,2017,40000.0,luxury,Automatic,andheri west,6400000.0,Petrol
561,mercedes,Benz GLC 300 ,2020,23500.0,luxury,Automatic,andheri west,5500000.0,Petrol
562,mercedes,Mercedes Benz GLA 200 ,2018,14000.0,luxury,Automatic,andheri west,3050000.0,Petrol
563,honda,Amaze ,2018,18519.0,sedan,Automatic,bps-malad,699000.0,Petrol
564,bmw,5 Series 520d ,2011,77800.0,luxury,Automatic,borivali,1111111.0,Diesel
565,landrover,Range Rover Discover Sport ,2016,34000.0,suv/muv,Automatic,andheri,4500000.0,Diesel
566,landrover,Range Rover Evoque ,2020,8009.0,suv/muv,Automatic,andheri,7000000.0,Petrol
567,mercedes,Benz C Class ,2018,34000.0,sedan,Automatic,malad,3690000.0,Diesel
568,mercedes,Benz GLE ,2016,48200.0,suv/muv,Automatic,malad,3575000.0,Diesel
569,hyundai, i20 Sports ,2015,41000.0,hatchback,Manual,kandivali,551000.0,Petrol
570,honda,Honda City VX ,2016,45000.0,sedan,Automatic,kandivali,825000.0,Petrol
571,maruti,Wagon R  ,2014,82000.0,hatchback,Manual,kandivali west,395000.0,Petrol
572,maruti,Sx4 Zxi ,2010,47000.0,sedan,Automatic,kandivali west,351000.0,Petrol
573,ford,Ecosport ,2015,40000.0,suv/muv,Manual,kandivali west,495000.0,Petrol
574,toyota,Fortuner ,2013,62000.0,suv/muv,Automatic,kandivali west,1650000.0,Diesel
575,honda,Amaze VX MT ,2020,2000.0,sedan,Manual,borivali west,795000.0,Petrol
576,hyundai,i10 Asta ,2012,49000.0,sedan,Automatic,borivali west,351000.0,Petrol
577,toyota,Fortuner ,2014,104000.0,suv/muv,Automatic,borivali west,1575000.0,Diesel
578,skoda,Rapid Ambition ,2012,69000.0,sedan,Manual,borivali west,395000.0,Diesel
579,hyundai,CRETA ,2017,14000.0,suv/muv,Manual,santarcruz,925000.0,Petrol
580,maruti,Ciaz ,2017,57421.0,sedan,Manual,thane,599000.0,Petrol
581,hyundai,i20 ,2017,14181.0,hatchback,Automatic,andheri,750000.0,Petrol
582,honda,City  ,2015,48657.0,sedan,Automatic,malad,720000.0,Petrol
583,audi,A4 ,2013,60000.0,sedan,Automatic,malad,1275000.0,Diesel
584,kia,CARNIVAL ,2020,62000.0,luxury,Automatic,santarcruz,3195000.0,Diesel
585,maruti,SWIFT ,2020,7000.0,hatchback,Automatic,santarcruz,825000.0,Petrol
586,jeep,COMPASS ,2017,35000.0,suv/muv,Manual,santarcruz,1655000.0,Diesel
587,mahindra,XYLO ,2011,71000.0,suv/muv,Manual,mumabi,295000.0,Diesel
588,honda,Jazz ,2017,24000.0,hatchback,Manual,santarcruz,595000.0,Petrol
589,honda,Jazz ,2009,61000.0,hatchback,Manual,mumbai,285000.0,Petrol
590,honda,CITY ,2017,15000.0,sedan,Automatic,mumbai,885000.0,Petrol
591,skoda,Superb ,2015,68000.0,sedan,Manual,borivali west,725000.0,Petrol
592,hyundai,I20 ,2013,40000.0,hatchback,Manual,mumbai,355000.0,Petrol
593,toyota,Fortuner ,2011,99000.0,sedan,Manual,borivali west,950000.0,Diesel
594,maruti,Swift VXi ,2014,29000.0,sedan,Manual,borivali west,450000.0,Petrol
595,ford,Endeavour Titanium ,2017,65000.0,sedan,Automatic,borivali west,2775000.0,Diesel
596,mahindra,XUV500 W6 ,2013,68000.0,suv/muv,Manual,borivali west,550000.0,Diesel
597,skoda,Superb  ,2020,24000.0,sedan,Automatic,borivali west,2400000.0,Petrol
598,jeep,Compass ,2019,19000.0,sedan,Automatic,borivali west,2200000.0,Diesel
599,renault,Duster RxL ,2016,46000.0,sedan,Manual,borivali west,535000.0,Diesel
600,hyundai,i20 Sportz ,2012,58000.0,sedan,Automatic,borivali west,395000.0,Petrol
601,hyundai,Elite i20 Asta ,2017,35000.0,sedan,Manual,borivali west,800000.0,Diesel
602,hyundai,Creta E+ ,2018,36000.0,sedan,Manual,borivali west,925000.0,Petrol
603,mercedes,Benz E Class E250 ,2014,72000.0,sedan,Automatic,ghatkopar east,1800000.0,Diesel
604,bmw,X5 ,2014,44000.0,suv/muv,Automatic,santarcruz,2000000.0,Diesel
605,mercedes,BENS E220 ,2012,55000.0,luxury,Automatic,santarcruz,1190000.0,Diesel
606,hyundai,SONATA ,2007,71000.0,sedan,Manual,santarcruz,290000.0,Diesel
607,renault,Duster Rxe ,2014,44000.0,suv/muv,Manual,santarcruz,545000.0,Diesel
608,skoda,Rapid Elegance ,2017,48500.0,sedan,Automatic,andheri,825000.0,Diesel
609,bmw,5-series ,2013,69000.0,sedan,Automatic,andheri,1865000.0,Diesel
610,audi,A4 Technology ,2012,71000.0,sedan,Automatic,andheri,1055000.0,Diesel
611,porsche,Cayyen ,2012,186000.0,suv/muv,Automatic,andheri,2600000.0,Diesel
612,skoda,RAPID  ,2017,54000.0,sedan,Manual,thane,640000.0,Petrol
613,bmw,3-SERIES ,2013,83000.0,sedan,Automatic,andheri,1365000.0,Diesel
614,mercedes,Benz GL ,2016,78000.0,suv/muv,Automatic,andheri,1725000.0,Diesel
615,skoda,Superb STYLE ,2016,42000.0,sedan,Automatic,andheri,1445000.0,Petrol
616,maruti,WAGON R ,2016,73000.0,hatchback,Manual,thane,410000.0,Petrol
617,audi,Q3 Premium ,2017,76000.0,suv/muv,Manual,andheri,1835000.0,Petrol
618,landrover,RANGE ROVER Vogue ,2011,71300.0,suv/muv,Automatic,malad,3175000.0,Diesel
619,hyundai,I20-SPORTZ+CVT ,2019,14500.0,hatchback,Manual,thane,775000.0,Petrol
620,bmw,5-series ,2016,73000.0,sedan,Automatic,andheri,2515000.0,Diesel
621,hyundai,I20 SPORTZ ,2014,66526.0,hatchback,Manual,thane,500000.0,Petrol
622,mercedes,ML 350 ,2012,99000.0,suv/muv,Automatic,andheri,1675000.0,Diesel
623,honda,CRV ,2016,63875.0,suv,Automatic,malad,1450000.0,Petrol
624,bmw,5 SERIES ,2008,18108.0,sedan,Automatic,mumbai,775000.0,Petrol
625,maruti,WAGON R ,2009,60000.0,hatchback,Manual,santarcruz,175000.0,Petrol
626,hyundai,Verna ,2016,55000.0,sedan,Manual,santarcruz,595000.0,Petrol
627,honda,jazz ,2015,59000.0,sedan,Manual,santarcruz,545000.0,Diesel
628,maruti,Swift VDI ,2014,60000.0,hatchback,Manual,santarcruz,465000.0,Diesel
629,honda,City ,2017,15000.0,sedan,Automatic,santarcruz,925000.0,Petrol
630,hyundai,i10 ,2012,42000.0,hatchback,Manual,mumbai,275000.0,Petrol
631,bmw,320D ,2013,64000.0,luxury,Automatic,mumbai,1220000.0,Diesel
632,audi,A3 ,2015,71000.0,luxury,Automatic,mumbai,1275000.0,Diesel
633,honda,BR V  ,2017,21000.0,suv/muv,Automatic,mumbai,795000.0,Petrol
634,hyundai,I 20 SPORTZ ,2019,14000.0,hatchback,Automatic,malad,775000.0,Petrol
635,maruti,ALTO ,2009,72000.0,hatchback,Manual,mira raod,115000.0,Petrol
636,hyundai,VERNA FLUIDIC ,2011,67000.0,sedan,Manual,mira raod,315000.0,Petrol
637,hyundai,I20 ELITE ,2018,18500.0,hatchback,Manual,mira raod,650000.0,Petrol
638,ford,Figo ,2010,54000.0,hatchback,Manual,mira raod,125000.0,Petrol
639,toyota,ETIOS ,2011,66500.0,sedan,Manual,mira raod,285000.0,Petrol
640,jeep,Compass ,2018,30176.0,suv/muv,Automatic,mumbai,1499000.0,Petrol
641,bmw,X1 ,2018,32760.0,suv/muv,Automatic,mumbai,2699000.0,Diesel
642,tata,Tigor ,2018,41000.0,sedan,Manual,malad,564999.0,Petrol
643,toyota,COROLLA ,2008,72000.0,sedan,Manual,mira raod,265000.0,Petrol
644,chevrolet,CRUZ ,2012,62363.0,sedan,Automatic,mira raod,345000.0,Diesel
645,maruti,ALTO 800 ,2013,48000.0,hatchback,Manual,mira raod,199000.0,Petrol
646,chevrolet,BEAT ,2012,65000.0,hatchback,Manual,mira raod,155000.0,Petrol
647,audi,A6 2.0 TDI ,2014,56700.0,sedan,Automatic,mumbai,1500000.0,Petrol
648,bmw,3 SERIES ,2014,66300.0,sedan,Automatic,mumbai,1925000.0,Diesel
649,bmw,6 SERIES ,2019,15600.0,sedan,Automatic,mumbai,5675000.0,Diesel
650,bmw,X1 S DRIVE ,2016,33000.0,suv/muv,Automatic,mumbai,1650000.0,Diesel
651,bmw,X1 XDRIVE ,2017,29500.0,sedan,Automatic,malad,6675000.0,Diesel
652,honda,CITY ,2014,37200.0,sedan,Manual,mumbai,500000.0,Petrol
653,honda,WR-V VX  ,2019,20000.0,suv/muv,Manual,mumbai,850000.0,Petrol
654,hyundai,CRETA ,2019,54000.0,suv/muv,Automatic,malad,1475000.0,Diesel
655,bmw,X5 XDRIVE ,2021,6700.0,suv/muv,Automatic,malad,10475000.0,Diesel
656,hyundai,Creta ,2017,32500.0,suv/muv,Automatic,malad,1125000.0,Petrol
657,maruti,CIAZ ,2017,57421.0,sedan,Manual,thane,599000.0,Petrol
658,mercedes,Benz GLE ,2021,12600.0,sedan,Automatic,malad,9125000.0,Diesel
659,maruti,Celerio ,2018,79063.0,hatchback,Manual,thane,450000.0,Petrol
660,bmw,3 SERIES 320D ,2021,12500.0,sedan,Automatic,mumbai,4974000.0,Diesel
661,mercedes,Benz GLC ,2018,47000.0,sedan,Automatic,malad,4419000.0,Diesel
662,bmw,7 SERIES 730 LD ,2013,97000.0,sedan,Automatic,mumbai,2350000.0,Diesel
663,bmw,Z4 ,2012,49000.0,sedan,Automatic,mumbai,3450000.0,Petrol
664,hyundai,Creta ,2017,32500.0,sedan,Automatic,mumbai,1125000.0,Petrol
665,maruti,A-Star ,2013,54200.0,hatchback,Automatic,ghatkopar,270000.0,Petrol
666,honda,Jazz ,2016,36900.0,hatchback,Automatic,ghatkopar,565000.0,Petrol
667,skoda,Rapid ,2015,75200.0,sedan,Automatic,ghatkopar,449000.0,Diesel
668,maruti,SX4 ,2008,84100.0,sedan,Manual,ghatkopar,165000.0,Petrol
669,bmw,5 SERIES 520D ,2011,48500.0,sedan,Automatic,malad,1274000.0,Diesel
670,hyundai,Creta ,2019,17768.0,hatchback,Automatic,mumbai,1500000.0,Petrol
671,mercedes,CLA 200D ,2016,23800.0,sedan,Automatic,malad,3175000.0,Diesel
672,maruti,SWIFT ,2018,29000.0,sedan,Manual,mumbai,675000.0,Petrol
673,tata,Nexon ,2021,20100.0,suv/muv,Automatic,malad,1089999.0,Petrol
674,toyota,ETIOS ,2011,49200.0,sedan,Manual,malad,299999.0,Petrol
675,bmw,7 Series 730Ld ,2013,68000.0,sedan,Automatic,borivali,2000000.0,Diesel
676,hyundai,i10 ,2019,25800.0,sedan,Manual,malad,555000.0,Petrol
677,hyundai,Venue ,2020,52000.0,suv/muv,Manual,borivali,999000.0,Diesel
678,honda,City ,2015,62000.0,sedan,Automatic,borivali,651000.0,Petrol
679,hyundai,I 20 ,2011,85000.0,sedan,Manual,borivali,280000.0,Diesel
